Place,Address,URL
Montfort Mediterranean Cuisine Restaurant - Trafalgar,"376 Iroquois Shore Rd, Oakville, ON L6H 1M4",https://www.google.com/maps/place/Montfort+Mediterranean+Cuisine+Restaurant+-+Trafalgar/data=!4m2!3m1!1s0x882b5cdb213295e9:0x823ffddc0b579d55
